account_id,date,category,amount,status,balance_after
AC100000,2026-01-17,CASH_WITHDRAWAL,32.07,SUCCESS,226.79
AC100000,2026-01-22,DISCRETIONARY_SPEND,30.81,SUCCESS,195.98
AC100000,2026-02-04,SALARY_CREDIT,281.18,SUCCESS,477.16
AC100000,2026-02-04,CASH_WITHDRAWAL,28.87,SUCCESS,448.29
AC100000,2026-02-05,EMI_DEBIT,57.46,SUCCESS,390.83
AC100000,2026-02-07,ESSENTIAL_SPEND,58.35,SUCCESS,332.48
AC100000,2026-02-08,DISCRETIONARY_SPEND,34.14,SUCCESS,298.34
AC100000,2026-02-09,DISCRETIONARY_SPEND,17.9,SUCCESS,280.44
AC100000,2026-02-10,DISCRETIONARY_SPEND,6.86,SUCCESS,273.58
AC100000,2026-02-14,DISCRETIONARY_SPEND,10.28,SUCCESS,263.3
AC100000,2026-02-15,ESSENTIAL_SPEND,34.39,SUCCESS,228.91
AC100000,2026-02-22,ESSENTIAL_SPEND,29.84,SUCCESS,199.07
AC100000,2026-02-23,ESSENTIAL_SPEND,11.55,SUCCESS,187.52
AC100000,2026-03-01,DISCRETIONARY_SPEND,17.96,SUCCESS,169.56
AC100000,2026-03-01,CASH_WITHDRAWAL,59.48,SUCCESS,110.08
AC100000,2026-03-05,SALARY_CREDIT,281.18,SUCCESS,391.26
AC100000,2026-03-05,EMI_DEBIT,57.46,SUCCESS,333.8
AC100000,2026-03-05,ESSENTIAL_SPEND,65.58,SUCCESS,268.22
AC100000,2026-03-21,ESSENTIAL_SPEND,55.33,SUCCESS,212.89
AC100000,2026-03-26,DISCRETIONARY_SPEND,51.21,SUCCESS,161.68
AC100000,2026-03-29,ESSENTIAL_SPEND,0.17,SUCCESS,161.51
AC100000,2026-03-30,ESSENTIAL_SPEND,13.05,SUCCESS,148.46
AC100000,2026-04-03,SALARY_CREDIT,281.18,SUCCESS,429.64
AC100000,2026-04-03,ESSENTIAL_SPEND,3.03,SUCCESS,426.61
AC100000,2026-04-04,ESSENTIAL_SPEND,120.81,SUCCESS,305.8
AC100000,2026-04-05,EMI_DEBIT,57.46,SUCCESS,248.34
AC100000,2026-04-08,CASH_WITHDRAWAL,41.12,SUCCESS,207.22
AC100000,2026-04-12,ESSENTIAL_SPEND,5.23,SUCCESS,201.99
AC100000,2026-04-15,DISCRETIONARY_SPEND,37.07,SUCCESS,164.92
AC100000,2026-04-25,ESSENTIAL_SPEND,5.06,SUCCESS,159.86
AC100000,2026-04-25,DISCRETIONARY_SPEND,32.1,SUCCESS,127.76
AC100000,2026-05-01,ESSENTIAL_SPEND,75.72,SUCCESS,52.04
AC100000,2026-05-02,DISCRETIONARY_SPEND,56.03,SUCCESS,-3.99
AC100000,2026-05-04,DISCRETIONARY_SPEND,5.42,SUCCESS,-9.41
AC100000,2026-05-05,SALARY_CREDIT,281.18,SUCCESS,271.77
AC100000,2026-05-05,EMI_DEBIT,57.46,SUCCESS,214.31
AC100000,2026-05-06,ESSENTIAL_SPEND,25.34,SUCCESS,188.97
AC100000,2026-05-06,ESSENTIAL_SPEND,12.37,SUCCESS,176.6
AC100000,2026-05-17,ESSENTIAL_SPEND,20.53,SUCCESS,156.07
AC100000,2026-05-20,ESSENTIAL_SPEND,0.16,SUCCESS,155.91
AC100000,2026-05-20,DISCRETIONARY_SPEND,7.72,SUCCESS,148.19
AC100000,2026-05-24,CASH_WITHDRAWAL,23.31,SUCCESS,124.88
AC100000,2026-06-01,DISCRETIONARY_SPEND,0.01,SUCCESS,124.87
AC100000,2026-06-02,ESSENTIAL_SPEND,2.97,SUCCESS,121.9
AC100000,2026-06-04,SALARY_CREDIT,281.18,SUCCESS,403.08
AC100000,2026-06-04,ESSENTIAL_SPEND,49.39,SUCCESS,353.69
AC100000,2026-06-05,EMI_DEBIT,57.46,SUCCESS,296.23
AC100000,2026-06-07,ESSENTIAL_SPEND,16.98,SUCCESS,279.25
AC100000,2026-06-07,DISCRETIONARY_SPEND,35.74,SUCCESS,243.51
AC100000,2026-06-08,DISCRETIONARY_SPEND,32.07,SUCCESS,211.44
AC100000,2026-06-21,ESSENTIAL_SPEND,29.88,SUCCESS,181.56
AC100000,2026-06-24,ESSENTIAL_SPEND,14.24,SUCCESS,167.32
AC100000,2026-06-24,CASH_WITHDRAWAL,28.59,SUCCESS,138.73
AC100000,2026-06-27,DISCRETIONARY_SPEND,1.35,SUCCESS,137.38
AC100000,2026-06-27,CASH_WITHDRAWAL,44.73,SUCCESS,92.65
AC100000,2026-06-28,ESSENTIAL_SPEND,20.66,SUCCESS,71.99
AC100001,2025-10-01,DISCRETIONARY_SPEND,72.95,SUCCESS,705.87
AC100001,2025-10-04,SALARY_CREDIT,594.84,SUCCESS,1300.71
AC100001,2025-10-04,CASH_WITHDRAWAL,72.49,SUCCESS,1228.22
AC100001,2025-10-10,ESSENTIAL_SPEND,5.42,SUCCESS,1222.8
AC100001,2025-10-10,ESSENTIAL_SPEND,122.84,SUCCESS,1099.96
AC100001,2025-10-10,ESSENTIAL_SPEND,19.53,SUCCESS,1080.43
AC100001,2025-10-19,CASH_WITHDRAWAL,57.56,SUCCESS,1022.87
AC100001,2025-10-20,DISCRETIONARY_SPEND,49.0,SUCCESS,973.87
AC100001,2025-10-29,ESSENTIAL_SPEND,12.54,SUCCESS,961.33
AC100001,2025-10-30,ESSENTIAL_SPEND,53.22,SUCCESS,908.11
AC100001,2025-11-03,SALARY_CREDIT,594.84,SUCCESS,1502.95
AC100001,2025-11-04,ESSENTIAL_SPEND,99.47,SUCCESS,1403.48
AC100001,2025-11-06,ESSENTIAL_SPEND,25.06,SUCCESS,1378.42
AC100001,2025-11-06,CASH_WITHDRAWAL,31.56,SUCCESS,1346.86
AC100001,2025-11-07,DISCRETIONARY_SPEND,26.34,SUCCESS,1320.52
AC100001,2025-11-14,ESSENTIAL_SPEND,89.01,SUCCESS,1231.51
AC100001,2025-11-14,CASH_WITHDRAWAL,54.21,SUCCESS,1177.3
AC100001,2025-11-17,DISCRETIONARY_SPEND,66.21,SUCCESS,1111.09
AC100001,2025-11-30,DISCRETIONARY_SPEND,29.4,SUCCESS,1081.69
AC100001,2025-12-01,SALARY_CREDIT,594.84,SUCCESS,1676.53
AC100001,2025-12-07,DISCRETIONARY_SPEND,59.54,SUCCESS,1616.99
AC100001,2025-12-10,ESSENTIAL_SPEND,27.31,SUCCESS,1589.68
AC100001,2025-12-15,CASH_WITHDRAWAL,51.13,SUCCESS,1538.55
AC100001,2025-12-23,DISCRETIONARY_SPEND,62.4,SUCCESS,1476.15
AC100001,2025-12-27,ESSENTIAL_SPEND,55.95,SUCCESS,1420.2
AC100001,2025-12-29,ESSENTIAL_SPEND,30.37,SUCCESS,1389.83
AC100001,2025-12-29,ESSENTIAL_SPEND,99.92,SUCCESS,1289.91
AC100001,2026-01-01,ESSENTIAL_SPEND,134.99,SUCCESS,1154.92
AC100001,2026-01-03,ESSENTIAL_SPEND,0.39,SUCCESS,1154.53
AC100001,2026-01-05,SALARY_CREDIT,594.84,SUCCESS,1749.37
AC100001,2026-01-09,DISCRETIONARY_SPEND,21.09,SUCCESS,1728.28
AC100001,2026-01-18,DISCRETIONARY_SPEND,88.28,SUCCESS,1640.0
AC100001,2026-01-18,DISCRETIONARY_SPEND,12.57,SUCCESS,1627.43
AC100001,2026-01-24,ESSENTIAL_SPEND,42.76,SUCCESS,1584.67
AC100001,2026-01-30,ESSENTIAL_SPEND,35.4,SUCCESS,1549.27
AC100001,2026-01-31,CASH_WITHDRAWAL,57.3,SUCCESS,1491.97
AC100001,2026-02-04,SALARY_CREDIT,594.84,SUCCESS,2086.81
AC100001,2026-02-05,ESSENTIAL_SPEND,102.03,SUCCESS,1984.78
AC100001,2026-02-10,CASH_WITHDRAWAL,28.96,SUCCESS,1955.82
AC100001,2026-02-13,ESSENTIAL_SPEND,102.11,SUCCESS,1853.71
AC100001,2026-02-16,DISCRETIONARY_SPEND,26.64,SUCCESS,1827.07
AC100001,2026-02-18,ESSENTIAL_SPEND,9.41,SUCCESS,1817.66
AC100001,2026-02-19,DISCRETIONARY_SPEND,95.3,SUCCESS,1722.36
AC100001,2026-03-04,SALARY_CREDIT,594.84,SUCCESS,2317.2
AC100001,2026-03-05,ESSENTIAL_SPEND,2.66,SUCCESS,2314.54
AC100001,2026-03-05,DISCRETIONARY_SPEND,2.0,SUCCESS,2312.54
AC100001,2026-03-07,ESSENTIAL_SPEND,26.38,SUCCESS,2286.16
AC100001,2026-03-11,DISCRETIONARY_SPEND,119.94,SUCCESS,2166.22
AC100001,2026-03-11,CASH_WITHDRAWAL,78.93,SUCCESS,2087.29
AC100001,2026-03-18,ESSENTIAL_SPEND,7.99,SUCCESS,2079.3
AC100001,2026-03-23,ESSENTIAL_SPEND,9.41,SUCCESS,2069.89
AC100001,2026-03-27,ESSENTIAL_SPEND,6.28,SUCCESS,2063.61
AC100001,2026-03-27,CASH_WITHDRAWAL,27.69,SUCCESS,2035.92
AC100001,2026-03-28,ESSENTIAL_SPEND,160.83,SUCCESS,1875.09
AC100001,2026-04-03,SALARY_CREDIT,594.84,SUCCESS,2469.93
AC100001,2026-04-10,ESSENTIAL_SPEND,46.89,SUCCESS,2423.04
AC100001,2026-04-13,CASH_WITHDRAWAL,67.47,SUCCESS,2355.57
AC100001,2026-04-13,CASH_WITHDRAWAL,55.08,SUCCESS,2300.49
AC100001,2026-04-15,DISCRETIONARY_SPEND,35.93,SUCCESS,2264.56
AC100001,2026-04-18,ESSENTIAL_SPEND,52.15,SUCCESS,2212.41
AC100001,2026-04-18,DISCRETIONARY_SPEND,63.49,SUCCESS,2148.92
AC100001,2026-04-22,DISCRETIONARY_SPEND,17.31,SUCCESS,2131.61
AC100001,2026-04-26,ESSENTIAL_SPEND,114.51,SUCCESS,2017.1
AC100001,2026-04-29,DISCRETIONARY_SPEND,5.22,SUCCESS,2011.88
AC100001,2026-05-02,CASH_WITHDRAWAL,37.21,SUCCESS,1974.67
AC100001,2026-05-03,SALARY_CREDIT,594.84,SUCCESS,2569.51
AC100001,2026-05-09,ESSENTIAL_SPEND,157.17,SUCCESS,2412.34
AC100001,2026-05-10,DISCRETIONARY_SPEND,62.8,SUCCESS,2349.54
AC100001,2026-05-14,DISCRETIONARY_SPEND,7.92,SUCCESS,2341.62
AC100001,2026-05-15,ESSENTIAL_SPEND,4.84,SUCCESS,2336.78
AC100001,2026-05-17,ESSENTIAL_SPEND,2.88,SUCCESS,2333.9
AC100001,2026-05-18,ESSENTIAL_SPEND,12.21,SUCCESS,2321.69
AC100001,2026-05-18,DISCRETIONARY_SPEND,51.22,SUCCESS,2270.47
AC100001,2026-05-19,CASH_WITHDRAWAL,62.65,SUCCESS,2207.82
AC100001,2026-05-28,ESSENTIAL_SPEND,23.4,SUCCESS,2184.42
AC100001,2026-05-29,ESSENTIAL_SPEND,13.04,SUCCESS,2171.38
AC100001,2026-06-01,DISCRETIONARY_SPEND,25.28,SUCCESS,2146.1
AC100001,2026-06-03,ESSENTIAL_SPEND,31.1,SUCCESS,2115.0
AC100001,2026-06-05,SALARY_CREDIT,594.84,SUCCESS,2709.84
AC100001,2026-06-11,CASH_WITHDRAWAL,66.12,SUCCESS,2643.72
AC100001,2026-06-19,ESSENTIAL_SPEND,13.31,SUCCESS,2630.41
AC100001,2026-06-19,ESSENTIAL_SPEND,101.69,SUCCESS,2528.72
AC100001,2026-06-23,CASH_WITHDRAWAL,23.54,SUCCESS,2505.18
AC100001,2026-06-27,DISCRETIONARY_SPEND,75.46,SUCCESS,2429.72
AC100001,2026-06-28,DISCRETIONARY_SPEND,21.2,SUCCESS,2408.52
AC100001,2026-06-30,ESSENTIAL_SPEND,67.44,SUCCESS,2341.08
AC100002,2025-10-04,SALARY_CREDIT,819.67,SUCCESS,2277.07
AC100002,2025-10-04,ESSENTIAL_SPEND,41.03,SUCCESS,2236.04
AC100002,2025-10-06,DISCRETIONARY_SPEND,146.49,SUCCESS,2089.55
AC100002,2025-10-13,CASH_WITHDRAWAL,67.82,SUCCESS,2021.73
AC100002,2025-10-14,ESSENTIAL_SPEND,39.78,SUCCESS,1981.95
AC100002,2025-10-18,DISCRETIONARY_SPEND,6.15,SUCCESS,1975.8
AC100002,2025-10-21,DISCRETIONARY_SPEND,64.58,SUCCESS,1911.22
AC100002,2025-10-27,ESSENTIAL_SPEND,265.09,SUCCESS,1646.13
AC100002,2025-11-03,ESSENTIAL_SPEND,30.18,SUCCESS,1615.95
AC100002,2025-11-04,SALARY_CREDIT,819.67,SUCCESS,2435.62
AC100002,2025-11-06,DISCRETIONARY_SPEND,80.91,SUCCESS,2354.71
AC100002,2025-11-11,DISCRETIONARY_SPEND,22.0,SUCCESS,2332.71
AC100002,2025-11-12,ESSENTIAL_SPEND,310.48,SUCCESS,2022.23
AC100002,2025-11-12,DISCRETIONARY_SPEND,92.64,SUCCESS,1929.59
AC100002,2025-11-14,DISCRETIONARY_SPEND,21.66,SUCCESS,1907.93
AC100002,2025-11-25,ESSENTIAL_SPEND,5.23,SUCCESS,1902.7
AC100002,2025-11-29,CASH_WITHDRAWAL,74.71,SUCCESS,1827.99
AC100002,2025-12-02,SALARY_CREDIT,819.67,SUCCESS,2647.66
AC100002,2025-12-02,ESSENTIAL_SPEND,62.25,SUCCESS,2585.41
AC100002,2025-12-07,ESSENTIAL_SPEND,132.91,SUCCESS,2452.5
AC100002,2025-12-08,ESSENTIAL_SPEND,37.82,SUCCESS,2414.68
AC100002,2025-12-08,CASH_WITHDRAWAL,74.23,SUCCESS,2340.45
AC100002,2025-12-12,CASH_WITHDRAWAL,52.95,SUCCESS,2287.5
AC100002,2025-12-19,DISCRETIONARY_SPEND,63.89,SUCCESS,2223.61
AC100002,2025-12-22,ESSENTIAL_SPEND,0.52,SUCCESS,2223.09
AC100002,2025-12-27,DISCRETIONARY_SPEND,38.79,SUCCESS,2184.3
AC100002,2025-12-28,DISCRETIONARY_SPEND,114.53,SUCCESS,2069.77
AC100002,2025-12-30,ESSENTIAL_SPEND,54.74,SUCCESS,2015.03
AC100002,2025-12-31,ESSENTIAL_SPEND,57.66,SUCCESS,1957.37
AC100002,2026-01-01,DISCRETIONARY_SPEND,199.25,SUCCESS,1758.12
AC100002,2026-01-03,SALARY_CREDIT,819.67,SUCCESS,2577.79
AC100002,2026-01-17,ESSENTIAL_SPEND,11.12,SUCCESS,2566.67
AC100002,2026-01-20,CASH_WITHDRAWAL,66.16,SUCCESS,2500.51
AC100002,2026-01-24,DISCRETIONARY_SPEND,15.74,SUCCESS,2484.77
AC100002,2026-01-26,DISCRETIONARY_SPEND,2.22,SUCCESS,2482.55
AC100002,2026-01-27,ESSENTIAL_SPEND,204.47,SUCCESS,2278.08
AC100002,2026-01-27,ESSENTIAL_SPEND,130.3,SUCCESS,2147.78
AC100002,2026-02-01,SALARY_CREDIT,819.67,SUCCESS,2967.45
AC100002,2026-02-02,ESSENTIAL_SPEND,23.11,SUCCESS,2944.34
AC100002,2026-02-12,CASH_WITHDRAWAL,74.23,SUCCESS,2870.11
AC100002,2026-02-16,DISCRETIONARY_SPEND,173.74,SUCCESS,2696.37
AC100002,2026-02-17,ESSENTIAL_SPEND,84.14,SUCCESS,2612.23
AC100002,2026-02-17,ESSENTIAL_SPEND,47.63,SUCCESS,2564.6
AC100002,2026-02-19,ESSENTIAL_SPEND,61.33,SUCCESS,2503.27
AC100002,2026-02-19,DISCRETIONARY_SPEND,15.41,SUCCESS,2487.86
AC100002,2026-02-24,ESSENTIAL_SPEND,129.07,SUCCESS,2358.79
AC100002,2026-02-24,DISCRETIONARY_SPEND,28.06,SUCCESS,2330.73
AC100002,2026-02-26,ESSENTIAL_SPEND,0.61,SUCCESS,2330.12
AC100002,2026-03-02,ESSENTIAL_SPEND,30.93,SUCCESS,2299.19
AC100002,2026-03-03,SALARY_CREDIT,819.67,SUCCESS,3118.86
AC100002,2026-03-03,DISCRETIONARY_SPEND,20.37,SUCCESS,3098.49
AC100002,2026-03-07,ESSENTIAL_SPEND,43.38,SUCCESS,3055.11
AC100002,2026-03-07,ESSENTIAL_SPEND,3.07,SUCCESS,3052.04
AC100002,2026-03-10,DISCRETIONARY_SPEND,23.65,SUCCESS,3028.39
AC100002,2026-03-13,ESSENTIAL_SPEND,77.76,SUCCESS,2950.63
AC100002,2026-03-16,ESSENTIAL_SPEND,100.1,SUCCESS,2850.53
AC100002,2026-03-21,DISCRETIONARY_SPEND,89.27,SUCCESS,2761.26
AC100002,2026-03-24,CASH_WITHDRAWAL,39.35,SUCCESS,2721.91
AC100002,2026-03-25,CASH_WITHDRAWAL,72.89,SUCCESS,2649.02
AC100002,2026-03-26,ESSENTIAL_SPEND,90.66,SUCCESS,2558.36
AC100002,2026-03-28,DISCRETIONARY_SPEND,83.92,SUCCESS,2474.44
AC100002,2026-04-01,DISCRETIONARY_SPEND,90.36,SUCCESS,2384.08
AC100002,2026-04-04,SALARY_CREDIT,786.55,SUCCESS,3170.63
AC100002,2026-04-05,ESSENTIAL_SPEND,37.34,SUCCESS,3133.29
AC100002,2026-04-10,CASH_WITHDRAWAL,60.8,SUCCESS,3072.49
AC100002,2026-04-15,ESSENTIAL_SPEND,151.33,SUCCESS,2921.16
AC100002,2026-04-19,DISCRETIONARY_SPEND,44.08,SUCCESS,2877.08
AC100002,2026-04-20,DISCRETIONARY_SPEND,32.05,SUCCESS,2845.03
AC100002,2026-04-23,ESSENTIAL_SPEND,41.34,SUCCESS,2803.69
AC100002,2026-04-26,DISCRETIONARY_SPEND,36.55,SUCCESS,2767.14
AC100002,2026-04-27,CASH_WITHDRAWAL,24.06,SUCCESS,2743.08
AC100002,2026-04-29,ESSENTIAL_SPEND,138.15,SUCCESS,2604.93
AC100002,2026-05-07,SALARY_CREDIT,792.07,SUCCESS,3397.0
AC100002,2026-05-07,ESSENTIAL_SPEND,127.74,SUCCESS,3269.26
AC100002,2026-05-08,CASH_WITHDRAWAL,23.19,SUCCESS,3246.07
AC100002,2026-05-11,ESSENTIAL_SPEND,3.84,SUCCESS,3242.23
AC100002,2026-05-16,DISCRETIONARY_SPEND,3.98,SUCCESS,3238.25
AC100002,2026-05-24,ESSENTIAL_SPEND,134.75,SUCCESS,3103.5
AC100002,2026-05-24,DISCRETIONARY_SPEND,184.9,SUCCESS,2918.6
AC100002,2026-05-31,ESSENTIAL_SPEND,124.1,SUCCESS,2794.5
AC100002,2026-06-06,SALARY_CREDIT,786.53,SUCCESS,3581.03
AC100002,2026-06-07,CASH_WITHDRAWAL,62.47,SUCCESS,3518.56
AC100002,2026-06-08,DISCRETIONARY_SPEND,56.0,SUCCESS,3462.56
AC100002,2026-06-10,CASH_WITHDRAWAL,22.25,SUCCESS,3440.31
AC100002,2026-06-19,ESSENTIAL_SPEND,25.52,SUCCESS,3414.79
AC100002,2026-06-20,ESSENTIAL_SPEND,22.13,SUCCESS,3392.66
AC100002,2026-06-23,ESSENTIAL_SPEND,221.3,SUCCESS,3171.36
AC100002,2026-06-26,ESSENTIAL_SPEND,143.75,SUCCESS,3027.61
AC100002,2026-06-26,DISCRETIONARY_SPEND,105.82,SUCCESS,2921.79
AC100002,2026-06-30,DISCRETIONARY_SPEND,12.91,SUCCESS,2908.88
AC100003,2025-10-03,ESSENTIAL_SPEND,29.7,SUCCESS,727.51
AC100003,2025-10-04,SALARY_CREDIT,583.76,SUCCESS,1311.27
AC100003,2025-10-04,ESSENTIAL_SPEND,41.64,SUCCESS,1269.63
AC100003,2025-10-04,DISCRETIONARY_SPEND,18.16,SUCCESS,1251.47
AC100003,2025-10-05,EMI_DEBIT,154.71,SUCCESS,1096.76
AC100003,2025-10-11,ESSENTIAL_SPEND,32.98,SUCCESS,1063.78
AC100003,2025-10-17,CASH_WITHDRAWAL,74.44,SUCCESS,989.34
AC100003,2025-10-17,CASH_WITHDRAWAL,43.77,SUCCESS,945.57
AC100003,2025-10-20,DISCRETIONARY_SPEND,113.18,SUCCESS,832.39
AC100003,2025-10-22,ESSENTIAL_SPEND,18.62,SUCCESS,813.77
AC100003,2025-10-24,ESSENTIAL_SPEND,88.7,SUCCESS,725.07
AC100003,2025-10-26,ESSENTIAL_SPEND,22.45,SUCCESS,702.62
AC100003,2025-11-02,DISCRETIONARY_SPEND,3.64,SUCCESS,698.98
AC100003,2025-11-04,SALARY_CREDIT,583.76,SUCCESS,1282.74
AC100003,2025-11-05,EMI_DEBIT,154.71,SUCCESS,1128.03
AC100003,2025-11-16,DISCRETIONARY_SPEND,2.08,SUCCESS,1125.95
AC100003,2025-11-16,CASH_WITHDRAWAL,67.63,SUCCESS,1058.32
AC100003,2025-11-22,ESSENTIAL_SPEND,63.44,SUCCESS,994.88
AC100003,2025-11-22,DISCRETIONARY_SPEND,125.63,SUCCESS,869.25
AC100003,2025-11-24,ESSENTIAL_SPEND,34.46,SUCCESS,834.79
AC100003,2025-11-25,ESSENTIAL_SPEND,65.07,SUCCESS,769.72
AC100003,2025-11-27,ESSENTIAL_SPEND,71.12,SUCCESS,698.6
AC100003,2025-12-02,SALARY_CREDIT,583.76,SUCCESS,1282.36
AC100003,2025-12-04,ESSENTIAL_SPEND,51.49,SUCCESS,1230.87
AC100003,2025-12-05,EMI_DEBIT,154.71,SUCCESS,1076.16
AC100003,2025-12-06,ESSENTIAL_SPEND,109.05,SUCCESS,967.11
AC100003,2025-12-11,ESSENTIAL_SPEND,53.66,SUCCESS,913.45
AC100003,2025-12-11,DISCRETIONARY_SPEND,7.05,SUCCESS,906.4
AC100003,2025-12-13,CASH_WITHDRAWAL,37.9,SUCCESS,868.5
AC100003,2025-12-15,ESSENTIAL_SPEND,19.88,SUCCESS,848.62
AC100003,2025-12-17,DISCRETIONARY_SPEND,120.19,SUCCESS,728.43
AC100003,2025-12-17,DISCRETIONARY_SPEND,4.11,SUCCESS,724.32
AC100003,2025-12-21,CASH_WITHDRAWAL,39.97,SUCCESS,684.35
AC100003,2026-01-02,SALARY_CREDIT,583.76,SUCCESS,1268.11
AC100003,2026-01-03,ESSENTIAL_SPEND,75.55,SUCCESS,1192.56
AC100003,2026-01-03,ESSENTIAL_SPEND,141.0,SUCCESS,1051.56
AC100003,2026-01-05,EMI_DEBIT,154.71,SUCCESS,896.85
AC100003,2026-01-05,CASH_WITHDRAWAL,73.35,SUCCESS,823.5
AC100003,2026-01-07,ESSENTIAL_SPEND,17.53,SUCCESS,805.97
AC100003,2026-01-12,DISCRETIONARY_SPEND,82.17,SUCCESS,723.8
AC100003,2026-01-15,CASH_WITHDRAWAL,76.48,SUCCESS,647.32
AC100003,2026-01-20,DISCRETIONARY_SPEND,49.17,SUCCESS,598.15
AC100003,2026-02-05,SALARY_CREDIT,583.76,SUCCESS,1181.91
AC100003,2026-02-05,EMI_DEBIT,154.71,SUCCESS,1027.2
AC100003,2026-02-08,ESSENTIAL_SPEND,2.9,SUCCESS,1024.3
AC100003,2026-02-11,CASH_WITHDRAWAL,62.93,SUCCESS,961.37
AC100003,2026-02-13,ESSENTIAL_SPEND,25.79,SUCCESS,935.58
AC100003,2026-02-14,ESSENTIAL_SPEND,73.22,SUCCESS,862.36
AC100003,2026-02-16,ESSENTIAL_SPEND,4.75,SUCCESS,857.61
AC100003,2026-02-17,DISCRETIONARY_SPEND,98.91,SUCCESS,758.7
AC100003,2026-02-19,DISCRETIONARY_SPEND,27.79,SUCCESS,730.91
AC100003,2026-02-22,ESSENTIAL_SPEND,1.6,SUCCESS,729.31
AC100003,2026-02-27,ESSENTIAL_SPEND,125.83,SUCCESS,603.48
AC100003,2026-02-28,DISCRETIONARY_SPEND,4.65,SUCCESS,598.83
AC100003,2026-03-03,ESSENTIAL_SPEND,60.28,SUCCESS,538.55
AC100003,2026-03-05,SALARY_CREDIT,583.76,SUCCESS,1122.31
AC100003,2026-03-05,EMI_DEBIT,154.71,SUCCESS,967.6
AC100003,2026-03-05,ESSENTIAL_SPEND,113.38,SUCCESS,854.22
AC100003,2026-03-06,DISCRETIONARY_SPEND,27.14,SUCCESS,827.08
AC100003,2026-03-14,DISCRETIONARY_SPEND,104.21,SUCCESS,722.87
AC100003,2026-03-15,ESSENTIAL_SPEND,60.43,SUCCESS,662.44
AC100003,2026-03-23,CASH_WITHDRAWAL,36.86,SUCCESS,625.58
AC100003,2026-04-01,DISCRETIONARY_SPEND,19.89,SUCCESS,605.69
AC100003,2026-04-02,SALARY_CREDIT,583.76,SUCCESS,1189.45
AC100003,2026-04-05,EMI_DEBIT,154.71,SUCCESS,1034.74
